23-01-2025| ADMIN : Pergantian modul Catatan Perbaikan SIMDONDAR (History Update oleh TIM SIM)
23-01-2025| SYSTEM : Pemasangan cronjob Sinkron data donor dan Proses Background IMLTD untuk PMF
23-01-2025| PMF : Modul Loop Back
23-01-2025| PMF : Modul Upload Plasma Master File
23-01-2025| PMF : Modul Prevalensi Jenis Donor
23-01-2025| PMF : Modul Prevalensi
23-01-2025| PMF : Modul Insidensi
23-01-2025| PMF : Modul Hasil Reaktif
23-01-2025| PMF : Modul Background Process untuk dukungan data PMF
23-01-2025| DATABASE : Re-Struktur table imltd
23-01-2025| PMF : Modul Penolakan Donor
23-01-2025| PMF : Modul Audit Trial
23-01-2025| PMF : Modul Dokumen Mutu
23-01-2025| PMF : Modul Master Kantong
23-01-2025| PMF : Modul antikoagulan
23-01-2025| PMF : Modul Master Reagen IMLTD
23-01-2025| PMF : Modul Audit Internal
23-01-2025| PMF : Modul Inspeksi
23-01-2025| PMF : Modul Master UDD
23-01-2025| DATABASE : Penambahan table  Dokumen Mutu
23-01-2025| DATABASE : penambahan table-table untuk Plasma Master File
23-01-2025| DATABASE : Penambahan table master provinsi,kabupaten/kota, kecamatan dan kelurahan
23-01-2025| DATABASE : Re-strukture table <b>utd</b>
22-01-2025| LOGISTIK : Pergantian dan penambahan modul <b>Barcode</b> kantong
22-01-2025| DATABASE : Penambahan table <b>stokkantong_mutasi</b>
22-01-2025| DATABASE : Re-strukture table stokkantong
21-01-2025| DATABASE : Penambahan table merk_kantong
21-01-2025| DATABASE : Penambahan level Fraksionasi Plsama di Ganti Level
21-01-2025| ADMIN : Pergantian Icon Level
21-01-2025| ADMIN: Pergantian Modul User
21-01-2025| DATABASE : Re-strukture table <b>user</b>
21-01-2025| DATABASE : Re-strukture table <b>level</b>
21-01-2025| =============================== PUF MODUL ====================================
10-12-2023| Update css asset dan improve index2
30-03-2020| Update penelusuran <i>cek kantong</i> ke kantong asal untuk produk Split dan Pooled ,,,,,,,,
30-03-2020| <b>QA</b> Menambahkan modul serah terima kantong dari rilis ke distribusi darah ,,,,,,,,
30-03-2020| <b>QA</b> Update Rilis data kantong menghilangkan interval pengambilan - pengolahan pada produk WB, Produk Split dan Pooled,,,,,,,
30-03-2020| <b>QA</b> Update Rilis data donasi untuk kantong split dan pooled,,,,,,,,
30-03-2020| <b>QC</b> Update kartu stok data bahan dan peralatan penting,,,,,,,,
30-03-2020| <b>QC</b> Update logbook bahan dan peralatan penting,,,,,,,,
30-03-2020| <b>QC</b> Penambahan modul rekap sampel QC,,,,,,,,
30-03-2020| <b>QC</b> Penambahan modul penerimaan sampel QC,,,,,,,,
30-03-2020| <b>Komponen</b> Penambahan modul serah terima darah dari komponen ke produk rilis,,,,,,,,
30-03-2020| <b>Komponen</b> update ED produk PRC kantong Quadriple (42 hari),,,,,,,,
30-03-2020| <b>Komponen</b> Update modul rekap dan rincian pembuatan komponen,,,,,,,,
30-03-2020| <b>Komponen</b> update modul komponen dengan penambahan input waktu pengolahan, kecepatan pemutaran dan suhu pembekuan (plasma),,,,,,,
30-03-2020| <b>Komponen</b> Penambahan modul komponen metode pooled,,,,,,,,
30-03-2020| <b>Komponen</b> Penambahan modul komponen metode split ,,,,,,,,
30-03-2020| <b>Aftap</b> Perubahan modul pengesahan menjadi modul serah terima darah dan sampel ,,,,,,,,
30-03-2020| <b>Aftap</b> Perbaikan tgl. Aftap menjadi tanggal dan jam mulai pengambilan darah ,,,,,,,,
